position	n_covered	pct_A	pct_C	pct_G	pct_T	pct_ambiguous	pct_gap	pct_identity	entropy_bits	entropy_std
278	22863	9.6357	1.3734	74.3297	12.2425	0.1006	2.3182	76.1721	1.0912	0.5540
279	22863	90.4431	0.1487	0.9841	6.2022	0.1093	2.1126	92.4983	0.4374	0.2221
280	22863	1.0191	84.6214	0.5642	13.0429	0.0000	0.7523	85.2629	0.6911	0.3509
281	22863	2.0076	0.0612	97.1395	0.5380	0.0437	0.2099	97.3865	0.1978	0.1004
282	22863	99.7070	0.0131	0.0875	0.0525	0.0087	0.1312	99.8467	0.0185	0.0094
283	22863	0.0306	0.0131	0.0612	73.7217	0.0131	26.1602	99.8578	0.0174	0.0088
284	22865	6.5777	72.6307	20.4242	0.2799	0.0262	0.0612	72.6942	1.0848	0.5508
285	22866	10.7015	33.5651	42.7403	12.8663	0.0087	0.1181	42.7946	1.7789	0.9032
286	22866	14.2176	11.3575	67.3445	6.8661	0.0087	0.2055	67.4892	1.4059	0.7138
287	22866	0.0437	0.0787	0.1181	99.6326	0.0875	0.0394	99.7592	0.0280	0.0142
288	22866	99.0904	0.5904	0.2143	0.0350	0.0044	0.0656	99.1597	0.0788	0.0400
289	22866	4.3514	0.4767	91.8963	0.7741	0.0175	2.4840	94.2541	0.3736	0.1897
290	22866	0.0525	87.0419	12.4858	0.1574	0.0131	0.2493	87.2709	0.5671	0.2880
291	22866	0.2711	42.5173	6.5337	39.7796	0.0131	10.8852	47.7177	1.3306	0.6756
292	22866	0.0962	0.0569	99.7289	0.0087	0.1093	0.0000	99.8380	0.0193	0.0098
293	22866	14.4975	0.0481	84.2823	1.0102	0.0262	0.1356	84.4189	0.6829	0.3467
294	22866	2.7114	42.0406	0.5510	53.4199	0.0219	1.2551	54.1109	1.1881	0.6033
295	22866	0.0962	88.6556	1.3557	8.3268	0.0569	1.5088	90.0658	0.5323	0.2703
296	22866	0.0219	0.2012	0.0656	99.5321	0.0131	0.1662	99.7108	0.0318	0.0162
297	22866	0.7478	0.0700	97.4416	1.6487	0.0175	0.0743	97.5312	0.1931	0.0980
298	22867	99.4359	0.1312	0.2930	0.0962	0.0087	0.0350	99.4794	0.0544	0.0276
299	22868	0.1487	0.0306	99.3003	0.4023	0.0306	0.0875	99.4177	0.0580	0.0294
300	22868	99.6108	0.0918	0.0612	0.0875	0.0175	0.1312	99.7591	0.0282	0.0143
301	22869	0.0831	0.1006	99.7376	0.0700	0.0087	0.0000	99.7464	0.0295	0.0150
302	22869	0.2973	3.1615	94.5559	0.0525	0.0219	1.9109	96.4195	0.2416	0.1227
303	22869	54.0295	0.8877	42.4111	1.7884	0.0087	0.8745	54.5110	1.1667	0.5924
304	22869	3.7343	20.6437	2.3569	68.6606	0.0219	4.5826	71.9747	1.1343	0.5759
305	22870	1.3511	0.1574	97.7307	0.4285	0.0612	0.2711	98.0565	0.1604	0.0814
306	22870	92.6891	0.1443	5.8155	1.2112	0.0219	0.1181	92.8190	0.4295	0.2181
307	22870	4.3113	52.7460	0.1355	42.7547	0.0175	0.0350	52.7736	1.2192	0.6190
308	22870	0.0219	97.5776	2.0551	0.1968	0.0219	0.1268	97.7229	0.1682	0.0854
309	22870	39.7158	14.9585	40.6296	0.3105	0.0306	4.3551	42.4933	1.4967	0.7599
310	22870	0.0743	1.3336	87.1185	0.1181	0.0568	11.2986	98.2785	0.1370	0.0696
311	22870	0.8045	91.0844	2.7766	5.2689	0.0131	0.0525	91.1442	0.5454	0.2769
312	22870	1.9327	95.3520	0.0743	0.1793	0.0219	2.4399	97.7586	0.1687	0.0856
313	22870	99.0774	0.0525	0.2667	0.3804	0.0175	0.2055	99.2988	0.0693	0.0352
314	22870	0.0656	96.7949	2.9471	0.1137	0.0087	0.0700	96.8712	0.2124	0.1079
315	22870	99.6546	0.0350	0.1268	0.0525	0.0219	0.1093	99.7855	0.0251	0.0127
316	22871	1.2942	84.0016	1.0537	12.1945	0.0131	1.4429	85.2427	0.7215	0.3663
317	22871	0.0175	0.9707	3.8127	93.6951	0.0131	1.4910	95.1258	0.3181	0.1615
318	22871	0.0700	0.0262	99.8688	0.0175	0.0044	0.0131	99.8863	0.0143	0.0072
319	22871	0.0350	0.0219	99.7989	0.0525	0.0000	0.0918	99.8906	0.0140	0.0071
320	22871	20.0909	3.9176	66.2280	9.7416	0.0131	0.0087	66.2425	1.3693	0.6952
321	22871	98.0368	0.2230	0.0743	0.3891	0.0219	1.2549	99.3047	0.0691	0.0351
322	22872	0.0175	99.4841	0.1049	0.2099	0.0131	0.1705	99.6671	0.0361	0.0183
323	22872	0.0219	0.0656	0.1093	99.7071	0.0000	0.0962	99.8031	0.0232	0.0118
324	22872	0.0393	0.0306	99.7683	0.1224	0.0175	0.0219	99.8075	0.0226	0.0115
325	22872	99.0644	0.0831	0.1530	0.0743	0.0000	0.6252	99.6876	0.0352	0.0179
326	22872	0.8088	0.2099	98.8414	0.0350	0.0306	0.0743	98.9452	0.0941	0.0478
327	22873	99.6109	0.1006	0.1268	0.1530	0.0087	0.0000	99.6196	0.0420	0.0213
328	22873	0.2405	91.8244	0.2798	7.4105	0.0219	0.2230	92.0498	0.4334	0.2200
329	22873	99.6677	0.0262	0.1224	0.1093	0.0437	0.0306	99.7419	0.0295	0.0150
330	22874	2.0110	97.6261	0.1049	0.1880	0.0044	0.0656	97.6945	0.1737	0.0882
331	22874	0.0874	0.1006	99.0819	0.7126	0.0131	0.0044	99.0993	0.0827	0.0420
332	22874	1.6919	0.2055	97.9147	0.1006	0.0393	0.0481	98.0004	0.1566	0.0795
333	22874	9.5786	66.7614	3.8034	19.4544	0.0306	0.3716	67.0310	1.3518	0.6864
334	22875	0.0612	99.8645	0.0350	0.0350	0.0000	0.0044	99.8688	0.0165	0.0084
335	22876	0.0481	99.7421	0.0437	0.0219	0.0525	0.0918	99.8862	0.0145	0.0074
336	22876	93.1763	2.3474	2.5485	0.3060	0.3978	1.2240	94.7123	0.3653	0.1855
337	22879	7.1113	0.5813	90.1263	1.2632	0.2011	0.7168	90.9612	0.5208	0.2644
338	22879	96.8749	0.0393	2.7012	0.0175	0.1836	0.1836	97.2318	0.1871	0.0950
339	22879	0.1136	99.1608	0.0568	0.5070	0.0699	0.0918	99.3214	0.0657	0.0334
340	22879	0.8829	0.1224	0.1049	96.2105	0.0262	2.6531	98.8592	0.1007	0.0511
341	22879	0.0306	99.2570	0.4021	0.1879	0.1005	0.0219	99.3786	0.0616	0.0313
342	22879	0.0699	98.9772	0.1399	0.1268	0.1136	0.5726	99.6611	0.0379	0.0192
343	22879	0.0087	0.0262	0.0743	99.7771	0.0656	0.0481	99.8906	0.0136	0.0069
344	22879	98.8811	0.0175	0.9791	0.0306	0.0481	0.0437	98.9719	0.0859	0.0436
345	22879	0.0131	99.7902	0.0962	0.0262	0.0087	0.0656	99.8644	0.0164	0.0083
346	22879	0.0262	0.0131	99.8995	0.0219	0.0350	0.0044	99.9388	0.0084	0.0042
347	22879	0.0175	0.0131	99.9432	0.0000	0.0131	0.0131	99.9694	0.0043	0.0022
348	22879	0.1661	0.0262	99.5629	0.0874	0.0175	0.1399	99.7198	0.0314	0.0159
349	22879	96.1100	0.0131	0.2754	0.9441	0.0437	2.6138	98.7338	0.1087	0.0552
350	22879	0.0612	0.0219	99.8470	0.0481	0.0219	0.0000	99.8688	0.0164	0.0083
351	22879	0.0262	0.0874	99.7946	0.0131	0.0350	0.0437	99.8731	0.0155	0.0079
352	22880	0.0699	99.2657	0.0787	0.4939	0.0219	0.0699	99.3569	0.0626	0.0318
353	22880	98.5927	0.1224	0.0437	1.0708	0.0568	0.1136	98.7610	0.1047	0.0532
354	22880	0.0481	0.2710	99.5455	0.0568	0.0393	0.0393	99.6238	0.0400	0.0203
355	22880	0.0219	99.6329	0.0306	0.2010	0.0175	0.0962	99.7462	0.0279	0.0142
356	22881	99.4799	0.0568	0.3059	0.0656	0.0787	0.0131	99.5713	0.0448	0.0228
357	22881	0.0437	0.0350	99.8645	0.0131	0.0306	0.0131	99.9082	0.0119	0.0060
358	22882	0.0874	0.3147	0.0219	96.9321	0.0306	2.6134	99.5646	0.0448	0.0228
359	22882	19.7229	1.2324	77.8254	1.1800	0.0393	0.0000	77.8560	0.8969	0.4554
360	22882	12.9884	2.6484	84.1273	0.1836	0.0175	0.0350	84.1714	0.7473	0.3794
361	22882	1.1625	0.2360	98.5447	0.0087	0.0044	0.0437	98.5921	0.1167	0.0592
362	22882	0.0219	0.0437	99.2745	0.0219	0.0393	0.5987	99.9120	0.0115	0.0058
363	22882	99.0254	0.1136	0.5944	0.1923	0.0393	0.0350	99.0991	0.0854	0.0434
364	22882	99.6067	0.0393	0.0787	0.0524	0.0262	0.1967	99.8292	0.0208	0.0105
365	22882	0.5069	0.3190	0.0787	96.8403	0.0219	2.2332	99.0745	0.0879	0.0446
366	22882	69.8278	20.6363	0.0568	9.2780	0.0830	0.1180	69.9685	1.1554	0.5866
367	22882	0.0612	1.1537	0.1224	98.1863	0.0175	0.4589	98.6563	0.1122	0.0570
368	22882	0.0262	0.5550	0.2054	98.6583	0.0131	0.5419	99.2090	0.0747	0.0379
369	22882	0.0350	13.2113	81.1424	2.0234	0.0306	3.5574	84.1621	0.7234	0.3673
370	22882	0.1661	53.9026	41.4868	0.1398	0.0131	4.2916	56.3274	1.0189	0.5173
371	22882	68.9625	0.4152	23.4988	6.0484	0.0961	0.9789	69.7120	1.1351	0.5763
372	22883	0.1267	99.6067	0.0743	0.0787	0.0262	0.0874	99.7200	0.0321	0.0163
373	22883	99.3183	0.0306	0.1005	0.3452	0.1049	0.1005	99.5227	0.0488	0.0248
374	22883	98.1121	1.2411	0.0918	0.3452	0.0219	0.1879	98.3184	0.1403	0.0713
375	22882	0.0044	0.2404	0.0044	99.6154	0.0219	0.1136	99.7506	0.0258	0.0131
376	22882	0.4632	0.2360	99.2265	0.0524	0.0175	0.0044	99.2482	0.0730	0.0371
377	22882	0.4632	1.0445	96.9539	0.2141	0.0087	1.3154	98.2550	0.1499	0.0761
378	22882	13.9018	0.6075	83.3625	0.6599	0.0437	1.4247	84.6048	0.6963	0.3535
379	22882	0.2622	75.8369	18.4512	1.4859	0.0437	3.9201	78.9670	0.8426	0.4278
380	22882	0.2404	0.2185	98.0902	0.2010	0.0175	1.2324	99.3317	0.0685	0.0348
381	22882	43.4665	40.3592	10.3750	0.3147	0.1398	5.3448	45.9888	1.4169	0.7194
382	22882	98.6146	0.0961	0.9221	0.1967	0.0350	0.1355	98.7830	0.1072	0.0544
383	22884	97.8107	0.1049	0.4982	0.0175	0.0218	1.5469	99.3696	0.0604	0.0307
384	22884	0.1224	17.9776	76.2279	0.3277	0.0568	5.2875	80.5318	0.7474	0.3795
385	22884	0.7997	84.3952	0.6424	13.6733	0.0437	0.4457	84.8103	0.6979	0.3544
386	22884	0.1224	96.7925	0.6773	0.5462	0.0655	1.7960	98.6286	0.1229	0.0624
387	22884	0.1442	0.0874	0.2840	97.8588	0.0612	1.5644	99.4758	0.0547	0.0278
388	22884	0.0306	0.0000	99.4581	0.0699	0.2141	0.2272	99.8990	0.0124	0.0063
389	22884	98.7240	0.1966	0.2185	0.0131	0.0044	0.8434	99.5681	0.0452	0.0229
390	22884	6.3407	23.5405	0.2709	68.2442	0.0218	1.5819	69.3565	1.1381	0.5779
391	22884	0.5113	41.0942	51.8834	0.0437	0.0175	6.4499	55.4709	1.0392	0.5276
392	22884	0.6861	83.8446	13.9224	0.1136	0.0044	1.4289	85.0638	0.6585	0.3343
393	22884	98.1035	0.1224	0.5462	0.7822	0.0131	0.4326	98.5427	0.1289	0.0654
394	22884	0.0918	0.1355	99.0299	0.0175	0.0699	0.6555	99.7535	0.0281	0.0142
395	22884	0.3015	97.8457	0.7341	0.1529	0.0175	0.9483	98.7998	0.1095	0.0556
396	22884	33.0406	39.9799	25.1617	0.1966	0.0874	1.5338	40.6387	1.5776	0.8010
397	22884	98.6585	0.0743	0.1267	0.0175	0.0044	1.1187	99.7790	0.0255	0.0129
398	22885	1.1973	45.8991	0.4850	51.3699	0.0131	1.0356	51.9143	1.1197	0.5685
399	22885	2.2460	2.1280	93.9698	0.8870	0.0743	0.6948	94.6981	0.3778	0.1918
400	22885	0.2097	97.6360	0.1092	1.5206	0.0044	0.5200	98.1507	0.1482	0.0752
401	22885	1.3590	96.1591	0.0830	0.5200	0.0612	1.8178	98.0004	0.1628	0.0826
402	22885	0.4151	0.0437	99.0518	0.0961	0.0218	0.3714	99.4429	0.0555	0.0282
403	22885	1.0924	96.3906	0.3889	0.7778	0.0787	1.2716	97.7100	0.1912	0.0971
404	22885	0.1529	0.0350	98.6891	0.2229	0.0481	0.8521	99.5855	0.0442	0.0224
405	22885	0.6118	0.1442	0.0393	97.7846	0.0044	1.4158	99.1933	0.0754	0.0383
406	22885	0.2622	0.1005	98.6410	0.0262	0.0000	0.9701	99.6073	0.0416	0.0211
407	22885	6.5239	15.5735	10.9723	20.4676	0.0393	46.4234	38.2305	1.8872	0.9582
408	22885	71.1514	1.3240	26.5458	0.0044	0.0262	0.9482	71.8516	0.9357	0.4751
409	22885	0.0350	3.3778	46.4540	49.0234	0.0262	1.0837	49.5736	1.1844	0.6013
410	22885	0.0044	0.1879	98.5056	0.1835	0.0481	1.0706	99.6200	0.0401	0.0204
411	22885	82.2635	0.5156	16.4256	0.1704	0.0131	0.6118	82.7808	0.7101	0.3605
412	22885	57.8239	3.1068	1.4551	36.6528	0.0218	0.9395	58.3852	1.2301	0.6246
413	22885	0.0218	0.4020	98.6978	0.3933	0.0175	0.4676	99.1789	0.0781	0.0397
414	22885	97.3607	0.2097	1.4070	0.2491	0.0218	0.7516	98.1196	0.1544	0.0784
415	22885	67.0876	30.8630	0.0350	0.0655	0.0131	1.9358	68.4211	0.9106	0.4624
416	22885	0.2141	0.2971	94.2451	4.1250	0.0524	1.0662	95.3113	0.3016	0.1531
417	22885	0.0830	1.0618	94.9618	1.7697	0.0524	2.0712	97.0222	0.2265	0.1150
418	22885	2.1979	79.8995	1.2847	16.4693	0.0262	0.1224	80.0184	0.8882	0.4510
419	22885	1.0618	83.9283	0.6336	13.5154	0.0524	0.8084	84.6571	0.7120	0.3615
420	22885	0.3277	13.2314	0.5200	85.2436	0.0350	0.6423	85.8249	0.6436	0.3268
421	22885	0.9395	0.9919	1.4857	93.6115	0.0524	2.9189	96.4783	0.2746	0.1394
422	22885	22.1193	72.9342	0.0743	1.2978	0.0568	3.5176	75.6378	0.8836	0.4486
423	22885	1.1536	0.1617	95.6172	2.6786	0.0131	0.3758	95.9905	0.2865	0.1455
424	22885	1.3065	0.5593	97.0592	0.2447	0.0087	0.8215	97.8718	0.1762	0.0894
425	22885	18.2478	1.5862	77.4044	0.1486	0.0131	2.6000	79.4813	0.8271	0.4199
426	22885	0.8215	0.8696	1.3196	96.1547	0.0393	0.7953	96.9640	0.2433	0.1235
427	22885	0.3802	19.5543	0.2666	77.2908	0.0568	2.4514	79.2793	0.7849	0.3985
428	22885	0.0350	0.2141	98.5143	0.0874	0.0262	1.1230	99.6596	0.0371	0.0188
429	22885	0.0087	1.4944	0.0131	97.2646	0.0131	1.2060	98.4650	0.1164	0.0591
430	22885	98.0468	0.7210	0.6423	0.0350	0.0350	0.5200	98.5939	0.1227	0.0623
431	22885	97.7278	0.3539	0.7035	0.0568	0.0044	1.1536	98.8727	0.1022	0.0519
432	22885	97.4132	0.2709	0.3976	0.0961	0.0262	1.7959	99.2211	0.0766	0.0389
433	22885	4.6537	42.4689	50.1988	0.0131	0.0131	2.6524	51.5735	1.2262	0.6226
434	22885	0.0437	22.3553	2.0450	71.5359	0.0306	3.9895	74.5322	0.9290	0.4717
435	22885	23.1025	6.6550	14.3893	6.9609	0.0787	48.8136	45.2035	1.8073	0.9176
436	22885	0.0262	98.9251	0.0262	0.0350	0.0131	0.9744	99.9117	0.0116	0.0059
437	22885	0.6511	0.1748	0.2709	97.8982	0.0743	0.9307	98.8921	0.1030	0.0523
438	22885	1.3022	2.3247	5.8160	89.1545	0.0262	1.3764	90.4228	0.5821	0.2956
439	22885	0.5113	0.0699	0.1267	97.1859	0.0175	2.0887	99.2769	0.0699	0.0355
440	22886	3.2946	51.2846	8.4681	29.7081	0.0262	7.2184	55.2902	1.4851	0.7540
441	22886	61.6927	0.5200	2.8839	7.4369	0.0437	27.4229	85.0542	0.7716	0.3918
442	22886	3.6048	7.5330	68.3475	16.2545	0.0218	4.2384	71.3888	1.2482	0.6337
443	22886	8.5423	63.0036	0.1529	21.7382	0.0481	6.5149	67.4289	1.2035	0.6111
444	22887	33.4950	11.1985	33.7484	14.4973	0.0655	6.9952	36.3124	1.8473	0.9379
445	22887	11.8714	6.4316	67.6803	3.7838	0.0218	10.2110	75.3955	1.1582	0.5881
446	22887	3.8057	2.5691	73.7100	7.1831	0.0262	12.7059	84.4640	0.8491	0.4311
447	22887	12.4612	1.2103	67.1604	1.7302	0.0175	17.4204	81.3453	0.8602	0.4368
448	22888	91.9783	0.3146	0.0000	0.6597	0.0131	7.0343	98.9518	0.0935	0.0475
449	22888	26.5685	17.3235	42.0963	4.4259	0.0131	9.5727	46.5594	1.7025	0.8644
450	22888	5.0245	2.6652	64.5010	2.2676	0.0175	25.5243	86.6272	0.7672	0.3896
451	22889	93.0054	1.4417	0.0175	0.3757	0.0087	5.1509	98.0652	0.1534	0.0779
452	22889	74.0574	2.1058	0.2490	3.4689	0.0218	20.0970	92.7095	0.4620	0.2346
453	22889	15.3349	11.9228	62.8774	3.1675	0.0437	6.6539	67.3909	1.3569	0.6889
454	22889	11.7524	19.8785	31.0062	5.4306	0.0481	31.8843	45.5520	1.7639	0.8956
455	22889	1.6252	10.7650	38.5731	4.8495	0.0655	44.1216	69.1115	1.2811	0.6505
456	22890	63.7702	12.0970	0.6247	7.5754	0.2053	15.7274	75.8562	1.0703	0.5434
457	22890	0.5592	9.6811	35.3429	4.7226	0.1048	49.5893	70.2562	1.2079	0.6133
458	22890	0.1267	4.6745	2.9576	61.7388	0.1005	30.4019	88.8358	0.6241	0.3169
459	22890	63.8969	9.1306	13.4557	6.0900	0.2053	7.2215	69.0231	1.3615	0.6913
460	22891	49.3425	11.6858	11.1703	8.6016	0.2010	18.9987	61.0673	1.5766	0.8005
461	22891	23.3978	10.5019	8.0643	17.2033	0.1660	40.6666	39.5452	1.8820	0.9556
462	22891	0.1223	5.7970	82.9627	0.9654	0.0481	10.1044	92.3372	0.4446	0.2257
463	22890	2.9707	8.4578	6.2123	56.8152	0.0699	25.4740	76.3070	1.1385	0.5781
464	22890	2.0009	6.4351	18.7025	36.5837	0.1005	36.1774	57.4112	1.4695	0.7461
465	22890	80.6597	5.5963	1.9222	1.4504	0.0612	10.3102	89.9932	0.6019	0.3056
466	22890	45.1551	4.1066	5.6313	0.9305	0.0568	44.1197	80.8890	0.9568	0.4858
467	22889	0.5461	2.4772	2.9097	55.3978	0.0917	38.5775	90.3263	0.5889	0.2990
468	22889	47.0401	0.9481	8.2398	0.3757	0.0874	43.3090	83.1044	0.7734	0.3927
469	22889	5.3432	71.9341	9.5723	1.9660	0.0961	11.0883	80.9927	0.9584	0.4866
470	22888	3.0890	35.6956	20.0017	0.6248	0.1092	40.4797	60.0824	1.2613	0.6404
471	22888	4.8410	6.6279	12.3864	42.4283	0.1966	33.5197	64.0103	1.4721	0.7474
472	22889	6.2738	6.3480	19.2713	26.0649	0.1835	41.8585	44.9721	1.7434	0.8852
473	22890	7.7588	3.8532	7.3613	27.1691	0.2053	53.6522	58.8809	1.6040	0.8144
474	22890	5.8366	0.8388	78.7331	0.6859	0.1442	13.7615	91.4497	0.5018	0.2548
475	22890	10.3451	38.1520	9.5588	2.1494	0.1616	39.6330	63.3699	1.4468	0.7346
476	22890	10.2228	0.8126	9.6680	46.1730	0.0874	33.0363	69.0423	1.2639	0.6417
477	22890	4.7357	30.1223	14.7750	2.2280	0.1660	47.9729	58.0827	1.4817	0.7523
478	22891	51.0332	2.8308	3.8312	2.1624	0.0393	40.1031	85.2576	0.8313	0.4221
479	22891	2.7828	3.1847	10.1219	54.0256	0.0175	29.8676	77.0530	1.0802	0.5485
480	22891	0.4587	1.3411	1.0921	41.1996	0.0262	55.8822	93.4410	0.4454	0.2261
481	22892	0.3102	0.1223	91.2240	0.0437	0.0218	8.2780	99.4808	0.0532	0.0270
482	22891	71.8710	1.0921	0.1616	0.1267	0.0175	26.7310	98.1155	0.1527	0.0775
483	22891	2.2978	68.9354	1.1096	1.0790	0.0131	26.5650	93.8895	0.4227	0.2146
484	22891	1.5421	0.6072	73.0549	0.0743	0.0218	24.6997	97.0462	0.2228	0.1131
485	22891	0.5330	0.1616	46.8918	43.9911	0.0262	8.3963	51.2045	1.0619	0.5392
486	22888	1.6646	1.0530	0.4151	62.6573	0.0481	34.1620	95.2384	0.3428	0.1741
487	22888	91.6375	0.0044	0.6204	0.0437	0.0350	7.6590	99.2758	0.0648	0.0329
488	22888	2.5253	75.8127	6.6716	4.4565	0.0131	10.5208	84.7390	0.8426	0.4278
489	22888	1.1054	69.5211	3.7705	12.2335	0.0262	13.3432	80.2502	0.9306	0.4725
490	22888	7.4449	18.9095	5.8022	41.0696	0.0524	26.7214	56.0859	1.5974	0.8111
491	22888	15.0865	0.1398	70.8537	6.5624	0.0699	7.2877	76.4809	1.0069	0.5113
492	22888	8.3625	41.9259	7.3532	13.2253	0.0437	29.0895	59.1615	1.6029	0.8139
493	22888	94.1541	0.3015	1.2889	1.5860	0.0306	2.6389	96.7365	0.2515	0.1277
494	22888	0.2010	5.4701	84.9878	3.8142	0.0699	5.4570	89.9598	0.5811	0.2951
495	22887	90.5143	5.5228	1.6341	0.9831	0.0175	1.3283	91.7490	0.5111	0.2595
496	22887	92.5766	0.0524	2.9842	0.9831	0.0218	3.3818	95.8386	0.2870	0.1457
497	22886	2.6698	1.4332	59.0011	31.4603	0.0612	5.3745	62.3926	1.1897	0.6041
498	22885	96.0848	1.2628	0.6817	0.1180	0.0087	1.8440	97.8986	0.1723	0.0875
499	22885	90.9154	0.8215	0.9526	0.0306	0.0087	7.2711	98.0536	0.1599	0.0812
500	22885	0.4413	0.0175	96.1940	0.0393	0.0218	3.2860	99.4848	0.0497	0.0253
501	22885	0.1529	86.2093	11.5753	1.1099	0.0175	0.9351	87.0384	0.6233	0.3165
502	22885	63.7536	17.1335	11.3349	3.6443	0.0306	4.1031	66.5026	1.3789	0.7001
503	22885	0.4370	91.6496	1.3939	6.4322	0.0218	0.0655	91.7297	0.4893	0.2484
504	22885	0.0655	84.4658	1.0749	1.5775	0.0218	12.7944	96.8825	0.2350	0.1193
505	22885	0.0262	0.0131	99.8776	0.0481	0.0262	0.0087	99.9126	0.0114	0.0058
506	22885	0.0743	0.0262	99.6810	0.0175	0.0350	0.1660	99.8818	0.0147	0.0075
507	22885	0.0175	99.5543	0.0393	0.0350	0.0175	0.3365	99.9079	0.0120	0.0061
508	22885	0.5724	6.2486	0.0044	90.0109	0.0524	3.1112	92.9516	0.3976	0.2019
509	22885	99.4756	0.0175	0.1180	0.0131	0.1224	0.2534	99.8509	0.0175	0.0089
510	22885	99.5630	0.0175	0.0306	0.0131	0.0481	0.3277	99.9386	0.0084	0.0042
511	22876	0.9661	93.8538	3.6414	1.2240	0.0699	0.2448	94.1501	0.3991	0.2026
512	22876	2.6054	0.0044	0.2535	96.8482	0.0350	0.2535	97.1285	0.2008	0.1019
513	22876	48.5706	40.3392	0.1661	10.6531	0.0525	0.2186	48.7026	1.3937	0.7077
514	22875	0.0437	94.5224	0.0918	4.8918	0.0437	0.4066	94.9499	0.2988	0.1517
515	22875	0.0044	0.0044	99.8557	0.0262	0.0743	0.0350	99.9650	0.0049	0.0025
516	22875	0.0044	0.0306	0.0131	99.6765	0.0612	0.2142	99.9518	0.0066	0.0034
517	22875	0.0219	0.0044	99.7158	0.0131	0.0525	0.1923	99.9606	0.0056	0.0028
518	22875	0.0087	99.3268	0.2492	0.3585	0.0525	0.0044	99.3833	0.0607	0.0308
519	22875	0.0044	99.8776	0.0000	0.0175	0.0481	0.0525	99.9781	0.0031	0.0016
520	22875	99.9169	0.0000	0.0175	0.0044	0.0481	0.0131	99.9781	0.0031	0.0016
521	22875	0.0393	0.0393	99.7814	0.0131	0.1049	0.0219	99.9081	0.0119	0.0061
522	22875	0.0131	99.8820	0.0087	0.0087	0.0831	0.0044	99.9694	0.0045	0.0023
523	22875	96.4852	3.3880	0.0262	0.0000	0.0612	0.0393	96.5824	0.2171	0.1103
524	22875	0.0306	0.0219	99.7639	0.0219	0.1268	0.0350	99.9256	0.0100	0.0051
525	22875	0.0044	99.8295	0.0087	0.0831	0.0699	0.0044	99.9038	0.0117	0.0059
526	22875	0.0131	99.7421	0.0044	0.1093	0.0874	0.0437	99.8731	0.0149	0.0076
527	22875	0.0131	0.0306	99.7333	0.0219	0.1880	0.0131	99.9343	0.0089	0.0045
528	22875	0.0087	99.8557	0.0000	0.0262	0.1005	0.0087	99.9650	0.0048	0.0024
529	22875	0.0087	0.0087	99.8907	0.0044	0.0831	0.0044	99.9781	0.0033	0.0017
530	22875	0.0000	0.0044	99.8120	0.0000	0.1311	0.0525	99.9956	0.0007	0.0004
531	22875	0.0087	0.0219	0.0306	99.7945	0.1224	0.0219	99.9387	0.0083	0.0042
532	22875	99.2087	0.0044	0.5246	0.0087	0.2404	0.0131	99.4609	0.0494	0.0251
533	22874	99.8645	0.0044	0.0262	0.0131	0.0437	0.0481	99.9562	0.0061	0.0031
534	22874	0.4284	1.6700	2.7367	95.1036	0.0481	0.0131	95.1619	0.3426	0.1739
535	22874	99.8732	0.0044	0.0262	0.0175	0.0568	0.0219	99.9519	0.0066	0.0034
536	22874	0.0175	99.8907	0.0044	0.0175	0.0437	0.0262	99.9606	0.0056	0.0028
537	22875	4.7169	1.0055	94.1464	0.0612	0.0699	0.0000	94.2123	0.3623	0.1839
538	22875	9.9803	0.0525	40.3628	48.5770	0.0656	0.9617	49.0813	1.3712	0.6962
539	22875	97.8623	0.7694	0.5596	0.0612	0.0568	0.6907	98.5994	0.1231	0.0625
540	22876	0.7912	0.5945	97.3903	1.1322	0.0831	0.0087	97.4798	0.2084	0.1058
541	22876	0.2623	2.7846	96.3674	0.2186	0.1705	0.1967	96.7225	0.2327	0.1181
542	22876	6.8281	1.7704	78.2305	0.4371	0.0656	12.6683	89.6458	0.5813	0.2952
543	22876	2.7277	10.8804	19.5620	64.6092	0.0962	2.1245	66.0765	1.3560	0.6885
544	22876	0.3104	11.4793	85.7755	0.1443	0.0699	2.2207	87.7863	0.5682	0.2885
545	22876	0.0044	97.3553	0.0087	2.1682	0.1530	0.3104	97.8085	0.1533	0.0779
546	22876	55.0184	1.3420	28.6895	14.3513	0.5901	0.0087	55.3498	1.4767	0.7498
547	22876	98.5924	0.6295	0.3497	0.0044	0.0525	0.3716	99.0122	0.0896	0.0455
548	22876	0.5377	0.0350	98.9421	0.0175	0.0699	0.3978	99.4071	0.0554	0.0281
549	22876	0.6382	96.4854	0.0044	2.8152	0.0350	0.0219	96.5403	0.2413	0.1225
550	22876	0.1180	0.0044	99.8033	0.0175	0.0350	0.0219	99.8600	0.0163	0.0083
551	22876	1.4120	0.0393	1.3289	97.0799	0.0393	0.1005	97.2159	0.2139	0.1086
552	22876	0.0000	0.0350	0.6776	99.0864	0.0568	0.1443	99.2860	0.0632	0.0321
553	22876	45.1346	0.1137	54.4763	0.0131	0.0874	0.1749	54.6196	1.0071	0.5113
554	22877	21.7380	6.1415	1.8927	15.3167	0.0612	54.8498	48.2113	1.6204	0.8227
555	22878	0.0000	3.4444	0.2186	96.0093	0.0350	0.2929	96.3250	0.2392	0.1214
